type		NYS Code	Octal Code		SpoDB3 -Most probable family	Random-Initalized -Most probable family
		S02005	477777717413071		M. tuberculosis EAI3 	Family N1
		S02006	777776000000771		M. tuberculosis LAM8	Family N27
		S02007	777777760023771		Family33	Family N13
		S02008	777777607760600		M. tuberculosis LAM9	Family N19
		S02009	747776777760601		M. tuberculosis X2	Family N6
		S02010	774000007760771		M. tuberculosis T3	Family N28 
		S02011	576177607760771		M. tuberculosis LAM3	Family N2
		S02012	676777477613751		Family33 	Family N10
		S02013	677777477413571		M. tuberculosis EAI2	Family N10
		S02014	701777600003771		M. tuberculosis CAS	Family N8 
		S02015	577737777760731		M. tuberculosis T1	Family N48 
		S02016	777777770000371		M. tuberculosis Haarlem1	Family N5 
		S02017	477776077411671		M. tuberculosis EAI2 	Family N10 
		S02019	677777750403771		M. tuberculosis EAI4 	Family N14 
		S02020	776377730000731		M. tuberculosis Haarlem1	Family N5
		S02021	676000037413771		M. tuberculosis EAI2	Family N10
		S02022	756603777760731		M. tuberculosis T1	Family N48 
		S02023	677776077413771		M. tuberculosis EAI2	Family N10
		S02024	376177600360771		M. tuberculosis LAM3 	Family N2
		S02025	777777770003331		M. tuberculosis EAI4 	Family N14
		S02026	777700074413771		M. tuberculosis EAI4	Family N14 
		S02027	370160207760771		M. tuberculosis LAM3	Family N2
		S02028	777700777760771		M. tuberculosis X1	Family N44
		S02029	737777606360771		M. tuberculosis LAM9	Family N19
		S02030	777777777000011		M. tuberculosis EAI1	Family N23 
		S02031	777777776160771		M. tuberculosis T1	Family N24
		S02032	777777606760700		M. tuberculosis LAM9	Family N19
		S02033	740001607760771		M. tuberculosis T3 	Family N2
		S02034	000000007320771		Family36	Family N32
		S02035	777777757413331		M. tuberculosis EAI5	Family N14
		S02036	777777700020731		M. tuberculosis LAM8	Family N27
		S02037	777400777760601		M. tuberculosis X2	Family N6
		S02038	770037343760771		M. tuberculosis S	Family N39
		S02039	000000007000071		Family36	Family N32
		S02040	777777745720771		M. tuberculosis Haarlem3 	Family N24 
		S02041	464377777413771		M. tuberculosis EAI5	Family N47
		S02042	677737207760771		M. tuberculosis LAM2	Family N19 
		S02043	740000077760071		M. tuberculosis T3	Family N28
		S02044	677737607660600		M. tuberculosis LAM2 	Family N19
		S02045	776777607760771		M. tuberculosis LAM9	Family N19
		S02046	677577607760771		M. tuberculosis LAM1	Family N19
		S02047	703477740003771		M. tuberculosis CAS	Family N8
		S02048	376100207760771		M. tuberculosis LAM3	Family N2
		S02049	776177707760771		M. tuberculosis S 	Family N39
		S02050	777760776720771		M. tuberculosis Haarlem3	Family N24 
		S02051	703777740003631		M. tuberculosis CAS	Family N8
		S02052	777777377413731		M. tuberculosis EAI5	Family N14
		S02053	777777077720771		M. tuberculosis H37Rv	Family N24
		S02054	467777377413771		M. tuberculosis EAI5	Family N47 
		S02056	776177400160771		M. tuberculosis LAM3 	Family N2
		S02057	777777777740300		M. tuberculosis T2 	Family N30
		S02058	700377077777671		M. africanum	Family N18
		S02059	703777740003671		M. tuberculosis CAS	Family N8 
		S02060	700377600000771		M. tuberculosis CAS	Family N8
		S02061	700140007774631		M. africanum	Family N42 
		S02062	777767347760471		M. tuberculosis T1	Family N24 
		S02063	777777777413531		M. tuberculosis EAI5	Family N14
		S02064	007777777760771		M. tuberculosis T1	Family N24
		S02065	477717777760771		M. tuberculosis T1 	Family N24
		S02066	710777777777671		M. africanum	Family N18 
		S02067	006377774360771		M. tuberculosis S	Family N39
		S02069	017777774020771		M. tuberculosis Haarlem1	Family N5 
		S02070	774077607761031		M. africanum 	Family N17
		S02071	000002777760771		M. tuberculosis X3	Family N20
		S02072	777776407760631		M. tuberculosis LAM9	Family N19 
		S02073	703677740000771		M. tuberculosis CAS	Family N8
		S02074	703760000000331		M. tuberculosis CAS	Family N29
		S02075	773777757413371		M. tuberculosis EAI5	Family N14 
		S02076	000000077760751		M. tuberculosis T3 	Family N40
		S02077	677777607760171		M. tuberculosis LAM1 	Family N19
		S02078	000000004000771		M. tuberculosis Haarlem2	Family N25 
		S02079	777576777760571		M. tuberculosis X1	Family N44
		S02080	667777477413731		M. tuberculosis EAI2	Family N10 
		S02081	777700607760771		M. tuberculosis LAM9	Family N19
		S02082	477777377413071		M. tuberculosis EAI3 	Family N1 
		S02083	776100207740771		M. tuberculosis LAM3	Family N2 
		S02084	777737600020731		M. tuberculosis LAM8	Family N27 
		S02085	777777607420771		M. tuberculosis LAM9	Family N19
		S02086	746177607760731		M. tuberculosis LAM3	Family N2
		S02087	777617750413371		M. tuberculosis EAI4	Family N14
		S02088	661777477413771		M. tuberculosis EAI2	Family N10
		S02089	677777403413771		M. tuberculosis EAI2	Family N10
		S02090	457777757413071		M. tuberculosis EAI3	Family N1
		S02091	607777477413771		M. tuberculosis EAI2	Family N10
		S02092	677777447413771		M. tuberculosis EAI2	Family N10
		S02093	277777737760731		M. tuberculosis T1	Family N24
		S02094	777717777413731		M. tuberculosis EAI5	Family N14
		S02095	700076777400771		M. tuberculosis X3	Family N20
		S02096	777377707413371		M. tuberculosis EAI5	Family N14
		S02097	777776007720771		M. tuberculosis LAM9	Family N19
		S02098	777777577720731		M. tuberculosis Haarlem3	Family N24
		S02099	300036777760671		M. tuberculosis X3	Family N20 
		S02100	777776775720771		M. tuberculosis Haarlem3 	Family N24
		S02101	577777777420731		M. tuberculosis Haarlem3 	Family N34
		S02102	740000001720731		M. tuberculosis T3	Family N32
		S02103	376177607760711		M. tuberculosis LAM3 	Family N2
		S02104	703717740000171		M. tuberculosis CAS 	Family N8
		S02105	000000007760571		Family36 	Family N32
		S02106	777777437760371		M. tuberculosis H37Rv	Family N24
		S02107	703777700000771		M. tuberculosis CAS	Family N8
		S02108	737776407760601		M. tuberculosis LAM4	Family N4
		S02109	740777677760771		M. tuberculosis T1	Family N24
		S02110	677337607760771		M. tuberculosis LAM2 	Family N19
		S02111	777577606760771		M. tuberculosis LAM9	Family N19 
		S02112	777776757413031		M. tuberculosis EAI5	Family N14 
		S02113	477577777720771		M. tuberculosis Haarlem3	Family N24
		S02114	777777757413301		M. tuberculosis EAI5	Family N14
		S02115	777777741760771		M. tuberculosis LAM10 	Family N21
		S02116	777277777700771		M. tuberculosis Haarlem3 	Family N24 
		S02117	777777607620771		M. tuberculosis LAM9	Family N19 
		S02118	777777700120771		M. tuberculosis LAM10 	Family N21
		S02119	377737607560771		M. tuberculosis LAM9	Family N19 
		S02120	702000007760771		M. tuberculosis T3	Family N28
		S02121	776177606760771		M. tuberculosis LAM3	Family N2
		S02122	677737401760771		M. tuberculosis LAM2	Family N19 
		S02123	177577577760771		M. tuberculosis T1 	Family N24 
		S02124	777777557777771		Family33	Family N13
		S02125	763777777420771		M. tuberculosis Haarlem3	Family N34
		S02126	000003777760771		M. tuberculosis X3	Family N9 
		S02127	664073770003600		M. bovis-BCG	Family N12
		S02128	777756777760771		M. tuberculosis X1	Family N44
		S02129	437700777760731		M. tuberculosis X1	Family N44
		S02130	777740607760731		M. tuberculosis LAM9	Family N19
		S02131	777777357413371		M. tuberculosis EAI5	Family N14
		S02132	776777700003371		M. tuberculosis EAI4	Family N14 
		S02133	003777740000611		M. tuberculosis CAS	Family N8
		S02134	770000377760771		M. tuberculosis T3 	Family N28
		S02135	770777404177671		M. africanum	Family N18 
		S02136	777777764320771		M. tuberculosis Haarlem3 	Family N24
		S02137	677617777777771		Family33	Family N13
		S02138	777777557060771		M. tuberculosis T1 	Family N24 
		S02139	777603377760771		M. tuberculosis T1 	Family N24
		S02140	337001777413731		M. tuberculosis EAI5	Family N14
		S02141	777777743660771		M. tuberculosis LAM10 	Family N21
		S02142	777740077560771		M. tuberculosis H37Rv	Family N16 
		S02143	477777777720711		M. tuberculosis Haarlem3 	Family N24 
		S02144	577767600100771		M. tuberculosis LAM9	Family N19
		S02145	776177607760671		M. tuberculosis LAM3	Family N2
		S02146	776377077760771		M. tuberculosis H37Rv	Family N39
		S02147	776017607760731		M. tuberculosis LAM3	Family N2
		S02148	477737777413071		M. tuberculosis EAI3 	Family N1
		S02149	777703757760771		M. tuberculosis T1 	Family N24
		S02150	674077477413731		M. tuberculosis EAI2	Family N10
		S02151	777417707700000		M. tuberculosis T2	Family N23
		S02152	657777477413701		M. tuberculosis EAI2	Family N10
		S02153	777737743420771		M. tuberculosis LAM10	Family N34
		S02154	700377740003711		M. tuberculosis CAS	Family N8
		S02155	707737777760771		M. tuberculosis T1	Family N24
		S02156	776177000020771		M. tuberculosis LAM8	Family N27
		S02157	777777763660731		M. tuberculosis T1	Family N24 
		S02158	777777607000000		M. tuberculosis EAI1	Family N23
		S02159	677777770000000		Family34 	Family N22
		S02160	577777750003771		M. tuberculosis EAI4	Family N14
		S02161	777767777700171		M. tuberculosis Haarlem3 	Family N24 
		S02162	777777607720751		M. tuberculosis LAM9	Family N19 
		S02163	407760001760771		M. tuberculosis T4	Family N16 
		S02164	737776777760711		M. tuberculosis X1	Family N44
		S02165	471777337760771		M. tuberculosis T1	Family N24 
		S02166	777617777777777		na	na
		S02167	700036077760771		M. tuberculosis X3	Family N20
		S02168	417777607660771		M. tuberculosis LAM1 	Family N19 
		S02169	000771607760771		M. tuberculosis LAM1	Family N9
		S02170	776373777760771		M. tuberculosis S	Family N39
		S02171	476377717760771		M. tuberculosis S 	Family N39
		S02172	777760777760731		M. tuberculosis X1	Family N44
		S02173	664073777300600		M. bovis-BCG	Family N12
		S02174	767777774413771		M. tuberculosis EAI4	Family N14 
		S02175	477777774013071		M. tuberculosis EAI3	Family N1
		S02176	740000007760731		M. tuberculosis T3	Family N32
		S02177	776177777760731		M. tuberculosis S	Family N39
		S02178	401777606060771		M. tuberculosis LAM8	Family N27
		S02179	737740007760731		M. tuberculosis T4	Family N16 
		S02180	743777777700000		M. tuberculosis T2 	Family N23
		S02181	777777750013371		M. tuberculosis EAI4	Family N14 
		S02182	777774077760771		M. tuberculosis H37Rv	Family N44
		S02183	703777600003571		M. tuberculosis CAS	Family N8
		S02184	777761774020731		M. tuberculosis Haarlem1	Family N5 
		S02185	777776377760601		M. tuberculosis X2	Family N6
		S02186	703377600003771		M. tuberculosis CAS	Family N8
		S02187	677737607700331		M. tuberculosis LAM5	Family N38
		S02188	577767777760471		M. tuberculosis T1	Family N24
		S02189	477737777413771		M. tuberculosis EAI5 	Family N47
		S02190	600000007413771		Family36	Family N40
		S02191	777777000003371		M. tuberculosis EAI4	Family N14 
		S02192	437763777720771		M. tuberculosis Haarlem3	Family N24
		S02193	303740740003771		M. tuberculosis CAS	Family N8
		S02194	577777777413700		M. tuberculosis EAI5	Family N14 
		S02195	700017740003771		M. tuberculosis CAS	Family N8
		S02196	777742777760771		M. tuberculosis X1	Family N44
		S02197	703776000000771		M. tuberculosis CAS 	Family N15
		S02198	667737607760700		M. tuberculosis LAM2 	Family N19
		S02199	760777777760771		M. tuberculosis T1 	Family N24
		S02200	703777440003771		M. tuberculosis CAS	Family N8
		S02201	777776777413731		M. tuberculosis EAI5	Family N14 
		S02202	761777777720771		M. tuberculosis Haarlem3 	Family N24
		S02203	477777703413071		M. tuberculosis EAI3	Family N1
		S02204	177777760020771		M. tuberculosis Haarlem1	Family N5 
		S02205	177777657760771		M. tuberculosis T1	Family N24
		S02206	777777663560731		M. tuberculosis T1	Family N24
		S02207	677777477413471		M. tuberculosis EAI2	Family N10
		S02208	777777570020731		M. tuberculosis Haarlem1	Family N5
		S02209	770377774020771		M. tuberculosis Haarlem1	Family N5
		S02210	777577777720771		M. tuberculosis Haarlem3 	Family N24 
		S02211	677777777700000		M. tuberculosis T2	Family N23
		S02212	737737707760771		M. tuberculosis LAM9	Family N19
		S02213	657777607760731		M. tuberculosis LAM1	Family N19
		S02214	777777777760001		M. tuberculosis T2	Family N24
		S02215	740777757413371		M. tuberculosis EAI5	Family N14 
		S02216	703777740002001		M. tuberculosis CAS	Family N8
		S02217	777743777320771		M. tuberculosis Haarlem3	Family N24
		S02218	717777643740771		M. tuberculosis LAM10	Family N21
		S02219	603757740000771		M. tuberculosis CAS	Family N8
		S02220	700377700001751		M. tuberculosis CAS	Family N8
		S02221	000000000003400		M. tuberculosis Beijing	Family N3
		S02222	777700000020771		M. tuberculosis T4 	Family N16 
		S02223	403777477413771		M. tuberculosis EAI2	Family N10
		S02224	700000007413371		Family36 	Family N40
		S02225	777777777740731		M. tuberculosis T1	Family N24 
		S02226	777776617760601		M. tuberculosis X2	Family N6
		S02227	777763777760731		M. tuberculosis T1 	Family N24
		S02228	777777757013371		M. tuberculosis EAI5 	Family N14
		S02229	777737607700771		M. tuberculosis LAM5	Family N38
		S02230	677777777773771		Family33	Family N13
		S02231	776377743760771		M. tuberculosis LAM10 	Family N21
		S02232	677757477413701		M. tuberculosis EAI2	Family N10
		S02233	677777437413771
		S02234	676773777777771		Family33	Family N13
		S02235	577717777760771		M. tuberculosis T1	Family N24 
		S02236	736377777760771		M. tuberculosis S	Family N39
		S02237	777767750403371		M. tuberculosis EAI4 	Family N14 
		S02238	000000000000740		M. tuberculosis Beijing family	Family N3
		S02239	637777477413771		M. tuberculosis EAI2	Family N10
		S02240	677777477410071		M. tuberculosis EAI2 	Family N10
		S02241	700000140003771		M. tuberculosis CAS 	Family N40
		S02242	400177777413071		M. tuberculosis EAI3	Family N1
		S02243	774377777760731		M. tuberculosis S 	Family N39
		S02244	777640007760731		M. tuberculosis T4	Family N16
		S02245	700000007177740		Family36 	Family N40
		S02246	377777737760771		M. tuberculosis T1	Family N24
		S02247	003777760000071		M. tuberculosis Haarlem1 	Family N5
		S02248	777737777777731		Family33	Family N13
		S02249	747737607760771		M. tuberculosis LAM9	Family N19
		S02250	677777476003771		M. tuberculosis EAI2 	Family N10 
		S02251	777737774060771		M. tuberculosis Haarlem1	Family N5 
		S02252	777773677560771		M. tuberculosis T1	Family N24
		S02253	677707477413771		M. tuberculosis EAI2	Family N10 
		S02254	761777607760771		M. tuberculosis LAM9	Family N19 
		S02255	777377747760711		M. tuberculosis T1	Family N24
		S02256	777777700003331		M. tuberculosis EAI4	Family N14
		S02257	675377477413771		M. tuberculosis EAI2 	Family N10
		S02258	771077607777071		M. africanum	Family N17 
		S02259	503777740003171		M. tuberculosis CAS	Family N8 
		S02260	777777037320771		M. tuberculosis H37Rv	Family N24 
		S02261	703737740003011		M. tuberculosis CAS	Family N8
		S02262	000000000000001		M. tuberculosis Beijing	Family N3
		S02263	677400607760771		M. tuberculosis LAM2	Family N19 
		S02264	677777477410051		M. tuberculosis EAI2 	Family N10
		S02265	633740003760771		M. tuberculosis T4	Family N16
		S02266	777757770020771		M. tuberculosis Haarlem1	Family N5
		S02267	777777703760771		M. tuberculosis LAM10	Family N21
		S02268	000377774020771		M. tuberculosis Haarlem1	Family N9
		S02269	777677774020731		M. tuberculosis Haarlem1	Family N5 
		S02270	757603777760731		M. tuberculosis T1	Family N48 
		S02271	703775700000171		M. tuberculosis CAS	Family N8
		S02272	777776777740771		M. tuberculosis X1	Family N44
		S02273	003777740000071		M. tuberculosis CAS	Family N8
		S02274	777577777720751		M. tuberculosis Haarlem3	Family N24 
		S02275	777777777400071		M. tuberculosis Haarlem3	Family N34
		S02276	701777440003771		M. tuberculosis CAS	Family N8
		S02277	736377763760771		M. tuberculosis S	Family N39 
		S02278	777777777760601		M. tuberculosis T2	Family N24
		S02279	377703077760771		M. tuberculosis H37Rv	Family N24
		S02280	677777477413611		M. tuberculosis EAI2	Family N10
		S02281	737776777760771		M. tuberculosis X1 	Family N44
		S02282	777603774360771		M. tuberculosis T1	Family N24
		S02283	777777606060471		M. tuberculosis LAM8	Family N27
		S02284	017637777760771		M. tuberculosis T1	Family N24 
		S02285	777777677413731		M. tuberculosis EAI5	Family N14
		S02286	674017477413771		M. tuberculosis EAI2	Family N10
		S02287	775777777760771		M. tuberculosis T1	Family N24
		S02288	377737607760771		M. tuberculosis LAM9	Family N19
		S02289	776737777760751		M. tuberculosis T1 	Family N24 
		S02290	677477477413771		M. tuberculosis EAI2 	Family N10 
		S02291	037700777720771		M. tuberculosis Haarlem3	Family N24 
		S02292	777777777360731		M. tuberculosis T1	Family N24 
		S02293	000000007740371		Family36	Family N32
		S02294	777400007760771		M. tuberculosis T4	Family N16 
		S02295	000000207760771		Family36	Family N32
		S02296	477777777003771		M. tuberculosis EAI5	Family N47
		S02297	737737777760771		M. tuberculosis T1	Family N24
		S02298	077767477413771		M. tuberculosis EAI2 	Family N10
		S02299	777776764020771		M. tuberculosis Haarlem1	Family N5
		S02300	673777607760711		M. tuberculosis LAM1	Family N19
		S02301	617777607760771		M. tuberculosis LAM1 	Family N19 
		S02302	777737700003371		M. tuberculosis EAI4	Family N14 
		S02303	777737777740371		M. tuberculosis T1	Family N24
		S02304	717777777760731		M. tuberculosis T1	Family N24
		S02305	477737777720771		M. tuberculosis Haarlem3	Family N24
		S02306	777776777760001		M. tuberculosis X2 	Family N6
		S02307	777777777600031		M. tuberculosis Haarlem3	Family N24
		S02308	777777603413371		M. tuberculosis EAI5	Family N14
		S02309	777777747760731		M. tuberculosis T1	Family N24
		S02310	770777707773271		M. africanum 	Family N18
		S02311	677740000413771		M. tuberculosis EAI2	Family N10
		S02312	677760016760601		M. tuberculosis LAM4	Family N36 
		S02313	664040777777600		M. bovis-BCG 	Family N12 
		S02314	703777740003700		M. tuberculosis CAS	Family N8 
		S02315	417136777760731		M. tuberculosis X1	Family N44 
		S02316	077577747003371		M. tuberculosis EAI5	Family N47
		S02317	577737777760771		M. tuberculosis T1	Family N24
		S02318	777774377720771		M. tuberculosis Haarlem3	Family N24
		S02319	776323777760771		M. tuberculosis S	Family N39
		S02320	437777777413071		M. tuberculosis EAI3 	Family N1
		S02321	601777477413771		M. tuberculosis EAI2	Family N10
		S02322	777607777760771		M. tuberculosis T1	Family N24
		S02323	637777775760771		M. tuberculosis T1	Family N24
		S02324	777777763760771		M. tuberculosis T1	Family N24
		S02325	777377770060771		M. tuberculosis Haarlem1	Family N5 
		S02326	700037777760671		M. tuberculosis X3	Family N20
		S02327	676003437413771		M. tuberculosis EAI2	Family N10
		S02328	677777467413771		M. tuberculosis EAI2	Family N10
		S02329	777777407760601		M. tuberculosis LAM9 	Family N19
		S02330	702777740000371		M. tuberculosis CAS	Family N8 
		S02331	703740140003771		M. tuberculosis CAS	Family N8 
		S02332	777763743720771		M. tuberculosis LAM10 	Family N21
		S02333	677776770000000		Family34	Family N22
		S02334	777776777763771		Family33 	Family N13
		S02335	777777660000131		M. tuberculosis Haarlem1	Family N5
		S02336	777777700013771		M. tuberculosis EAI4 	Family N14
		S02337	777777777720740		M. tuberculosis Haarlem3	Family N24
		S02338	777737737460771		M. tuberculosis T1	Family N24
		S02339	777777377413711		M. tuberculosis EAI5 	Family N14 
		S02340	777777607760701		M. tuberculosis LAM9 	Family N19
		S02341	677776207760771		M. tuberculosis LAM1	Family N19
		S02342	640013777757600		M. bovis-BCG	Family N12
		S02343	777777204220771		M. tuberculosis LAM9 	Family N19
		S02344	000377577777731		Family33	Family N13
		S02345	003777347760771		M. tuberculosis T1	Family N42
		S02346	677777474013771		M. tuberculosis EAI2	Family N10
		S02347	770037747760471		M. tuberculosis S 	Family N39 
		S02348	777777740003771		M. tuberculosis EAI4	Family N14
		S02349	677777477003771		M. tuberculosis EAI2	Family N10
		S02350	703777740003471		M. tuberculosis CAS	Family N8
		S02351	777700017560771		M. tuberculosis T4	Family N16
		S02352	455707427402071		M. tuberculosis EAI3	Family N1 (
		S02353	777377777620771		M. tuberculosis T1/M. tuberculosis Haarlem3 	Family N24
		S02354	703701740003171		M. tuberculosis CAS familyFamily N8
		S02355	737777777413700		M. tuberculosis EAI5	Family N14
		S02356	773757777413731
		S02357	740777677000071		M. tuberculosis Haarlem3/EAI1/EAI5	Family N24/N34
		S02358	777777775020771		M. tuberculosis T1 family/M. tuberculosis Haarlem3 family	Family N24/N34
		S02359	701777400020771		M. tuberculosis LAM8 family	Family N27
		S02360	677777477413760		M. tuberculosis EAI2 family	Family N10
		S02361	677677477413471		M. tuberculosis EAI2 family	Family N10
		S02362	703701740003770		M. tuberculosis CAS family	Family N8 
		S02363	776377771000731		M. tuberculosis Haarlem3 family/EAI5 family/M. tuberculosis S	Family N14
		S02364	777777474020771		M. tuberculosis Haarlem1 family	Family N5
		S02365	770000004020771		M. tuberculosis LAM7	Family N32
		S02366	700000000000731		M. tuberculosis Haarlem2	 LAM7
		S02367	077777606060671		M. tuberculosis LAM8 family 	Family N27
		S02368	777737051003371		M. tuberculosis EAI2 family
		S02369	557767437700771		M. tuberculosis Haarlem1	Family N24
		S02370	774777601560771		M. tuberculosis LAM9	Family N19 
		S02372	647737607763771		Family33	Family N13
		S02373	777703737760661		M. tuberculosis T1	Family N24
		S02376	777700376760711		M. tuberculosis X1	Family N44
		S02377	703775740000171		M. tuberculosis CAS	Family N8
		S02378	415203400040061		M. tuberculosis LAM8 family 	Family N27
		S02379	775777777413731		M. tuberculosis EAI5	Family N14
		S02380	777777605760471		M. tuberculosis LAM9	Family N19
		S02381	704003347740471		M. tuberculosis T3	Family N40
		S02382	757377777720760		M. tuberculosis Haarlem3	Family N24 
		S02383	777777734020771		M. tuberculosis Haarlem1	Family N5
		S02384	437777764020771		M. tuberculosis Haarlem1	Family N5
		S02385	777737776760771		M. tuberculosis T1	Family N24
		S02386	415207437402261		M. tuberculosis EAI5 	Family N10 
		S02387	557357606040361		M. tuberculosis LAM8	Family N27
		S02388	557347617403261		M. tuberculosis EAI5	Family N14 
		S02389	077757603760771		M. tuberculosis LAM1	Family N19 
		S02390	703766000000371		M. tuberculosis CAS	Family N15 
		S02391	703777740003741		M. tuberculosis CAS	Family N8
		S02392	737617761760731		M. tuberculosis T1	Family N21
		S02393	477701777413071		M. tuberculosis EAI3	Family N1
		S02394	647737607760771		M. tuberculosis LAM1 AND 2	Family N19
		S02395	767777770020771		M. tuberculosis Haarlem1	Family N5 
		S02396	477777750400371		M. tuberculosis EAI4	Family N14
		S02397	770003606377071		M. africanum 	Family N17 
		S02398	777777760000771		M. tuberculosis Haarlem1	Family N5
		S02399	777777437760771		M. tuberculosis H37Rv	Family N24 
		S02400	777777577760771		M. tuberculosis T1	Family N24
		S02401	737700607760771		M. tuberculosis LAM9	Family N19
		S02402	677777400003771		M. tuberculosis EAI2 	Family N10 
		S02403	477757777413071
		S02404	477777775020771
		S02405	000377740003771
		S02406	777003777660771
		S02407	703777400000371
		S02408	000000000000171
		S02409	777777755413371
		S02410	677777457413771
		S02411	777777047403200
		S02412	676773777277600
		S02413	703775740003771
		S02414	737617400020771
		S02415	477777207760771
		S02416	777777740360731
		S02417	777735777420731
		S02418	703777747770331
		S02419	677777607063771
		S02420	771777607760771
		S02421	471377777413671
		S02422	777177377760771
		S02423	777777757760071
		S02424	000000000000751
		S02425	000036777760731
		S02426	363777607760731
		S02427	757777777720751
		S02428	777777777760560
		S02429	776337377760771
		S02430	757777663760771
		S02431	777737777560771
		S02432	777700000760771
		S02433	717776770000000
		S02434	777737606160771
		S02435	777700001560771
		S02436	777775774020731
		S02437	700777740003731
		S02438	777777771023771
		S02439	674743777777600
		S02440	737737774413771
		S02441	503775740003771
		S02442	777763770020771
		S02443	770777777377771
		S02444	400000000000071
		S02445	677773777760771
		S02446	677777777763771
		S02447	557776777760571
		S02448	000000177760731
		S02449	777777770720600
		S02450	477771777413071
		S02453	677757477413671
		S02454	600000007760771
		S02455	000000004037731
		S02456	777777607760401
		S02457	777776774760601
		S02459	700377740000000
		S02460	666773677777600
		S02461	774137777720771
		S02462	773777777413700
		S02463	403777700000771
		S02464	503740000003771
		S02465	474017777413071
		S02466	467777777413071
		S02467	641777206760771
		S02468	776060047760771
		S02469	774037600000031
		S02470	377000377760771
		S02471	762077607760771
		S02472	777777777720760
		S02473	600000037413771
		S02474	003600003760771
		S02475	770000000060771
		S02476	774777767420731
		S02477	577777377420771
		S02478	770777004177271
		S02479	401777740003731
		S02480	677774760000131
		S02481	777760000000000
		S02482	770777777377440
		S02483	776377777760471
		S02484	721776777760601
		S02485	076573777077600
		S02486	436377777760771
		S02487	777777470060771
		S02488	776377777660771
		S02489	777777770000031
		S02490	677770077413771		EAI2	Family N10
		S02491	676777477413771
		S02492	537777760000371
		S02493	777777757403371
		S02494	177770000000731
		S02495	703771740001771
		S02496	777777717413731
		S02497	777377607760771
		S02498	777760003760731
		S02499	777777001413371		EAI2	Family N10
		S02500	737777757413771		EAI5	Family N14
		S02501	641777207760771		LAM1	Family N19
		S02502	777777774160771		T1	Family N24
		S02503	703777000000171		CAS	Family N15
647 (CAP)		S02504	200003777377600			Family N12
		S02505	777777777740000		T2	Family N30
		S02506	037737607760771
		S02507	637717607760771
		S02508	600777740003771
		S02509	777777776013700
		S02510	703717740003771		CAS	Family N8
		S02511	777640001760771
		S02512	000000000001731
		S02513	703777744023771
		S02514	777776777413671
		S02515	476743777777600
unknown SIT		S02516	777777770020770
		S02517	757777777360771
		S02518	777777340000071
		S02519	477777777413001
		S02520	537777760000771
		S02521	767777777760731
		S02522	700177757777771
		S02523	777737177760771
		S02524	000377477413771
		S02525	776377477553731
		S02526	477777777413700
		S02527	747776777740000
		S02528	777737777360771
		S02529	777717777620771
		S02530	777777634020771
		S02531	703777747770771
		S02532	670377477413731
		S02534	777774000060771
		S02535	341737777760731
		S02536	777777607700371
		S02537	000000000003011
		S02538	777776737020571
		S02539	774077600003071
		S02540	777777737413731
		S02541	700000000000000
		S02542	771737777420771
		S02543	777737607760751
		S02544	663777477413771
		S02545	237777607760771
		S02546	777377777413700
		S02547	000076700000031
		S02548	000001777760771
		S02549	474177777413771
		S02550	577777777760600
		S02551	777773777760700
		S02552	675777477413771
		S02553	477777477413700
		S02554	000000000003770
		S02555	777737770000171
		S02556	674777377420771			Family N34/ N24
		S02557	000000400003771
		S02558	777777750000371
		S02559	700740007770671
		S02560	774077400603031
		S02561	576777607760731
		S02562	777777777413701
		S02563	700076717760700
		S02533	003777774020700
		S02452	777743707413371
		S02564	777777777400171
		S02565	703777340003471
		S02566	677773477413701
		S02567	777737207560771
		S02568	767777607560731
		S02569	677777477411771
		S02570	437777777760771
		S02571	077777777413071
		S02573	176137607760771
		S02574	777777417760771
		S02575	777777767760760
		S02576	777777700000000		S02576
		S02577	777777740400071
		S02578	777777603560771
		S02572	377357774020771
		S02579	750003606377071
		S02580	640013377377600
		S02581	767777777413731
		S02582	777777753413771
		S02583	776177207760771
		S02584	773777754413371
		S02585	703740000001771
		S02586	777777377000771
		S02587	777017777420731
		S02588	303777700000171
		S02589	777777771760731
		S02590	747777777760771
		S02591	702005740003171
		S02592	777777770013731
		S02593	674777470003771
		S02594	637760000060771
		S02596	677637477413771
		S02595	777776777411731
		S02597	767677777760771
		S02598	702000340003771
		S02599	777637774413760
		S02600	777377700002531
		S02601	777737607540731
		S02603	740367777760771
		S02604	777777774403771
		S02605	777737767720771
		S02602	717737777760771
		S02606	577703777760731
		S02607	677637607760771
		S02608	777367777760771			linda
		S02609	000000000003431
		S02610	703374340003171
		S02611	703777340003171
		S02612	777000000000151
		S02613	777730207760771
		S02614	664073757607600
		S02615	763774077560771
		S02616	776377757760771
		S02617	774077600001071
		S02618	700037740003171
		S02619	674077717777071
		S02620	000000000002071
		S02621	767777377760771
		S02622	374077770017071
		S02623	777776776760711
		S02624	600134207760731
		S02625	000000007777711
		S02626	777777777660671
		S02627	777000007720771
		S02628	577777777360771
		S02629	737777676760771
		S02630	777777741413371
		S02631	703012740000371
		S02632	777747677420731
		S02633	777737007760711
		S02634	702370000003771
		S02635	777737477400001
		S02636	414377777413771
		S02637	777377737760700
		S02638	777777740000031
		S02639	777417607760771
		S02645	700377340003771
		S02640	674000003413700
		S02641	775777777413700
		S02642	703760140003771
		S02643	777777376360771
		S02644	777777347760411
